Show,Total Boletos,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,TipoShow,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show
TARDE CLIPP,4,TRIBUNA NORTE,AppExterna,1,0,Cine,Febrero,Jueves,Mañana,Marzo,Sábado,Noche
A pebble falling on a silent lake,5,SALA 2,PayPhone,1,1,Ferias,Febrero,Miércoles,Mañana,Junio,Jueves,Mañana
JORGE GUZMAN VS BARCELONA,5,PLATINUM,AppExterna,1,1,Otro,Febrero,Jueves,Noche,Agosto,Jueves,Noche
San Juanes Santa Rosa del Tejar,5,PLATINUM,PayPhone,0,0,Donación,Febrero,Sábado,Noche,Octubre,Miércoles,Noche
28ava Asamblea Nacional,3,INSCRIPCIÓN DIGITAL,AppExterna,1,0,Ferias,Febrero,Jueves,Noche,Octubre,Domingo,Tarde
TARDE CLIPP,5,BOLETO GENERAL,Wallet,0,0,Otro,Febrero,Sábado,Mañana,Febrero,Viernes,Tarde
ALZATE,3,PLATEA BAJA,Wallet,0,1,Donación,Febrero,Domingo,Noche,Septiembre,Martes,Tarde
CAPACITACION FERIA,7,PREVENTA ,Wallet,1,0,Ferias,Febrero,Domingo,Noche,Julio,Domingo,Noche
Libertad Vs U Catolica,1,SALA 1 3D,AppExterna,0,0,Deporte,Febrero,Miércoles,Tarde,Septiembre,Miércoles,Tarde
San Juanes Santa Rosa del Tejar,8,SALA 1 2D,AppExterna,1,0,Deporte,Febrero,Sábado,Tarde,Marzo,Domingo,Mañana
FESTIVAL DE LA CHICHA,2,FUNCIÓN 1,Wallet,1,1,Teatro,Febrero,Miércoles,Noche,Noviembre,Domingo,Noche
FESTIVAL DE LA CHICHA,7,PLATEA MEDIA,PayPhone,0,1,Talleres,Febrero,Lunes,Tarde,Junio,Domingo,Tarde
LIBERTAD FC VS Emelec SC,6,PREFERENCIA,PayPhone,1,1,Donación,Febrero,Lunes,Mañana,Marzo,Sábado,Tarde
JORGE GUZMAN VS BARCELONA,4,PREFERENCIA,AppExterna,1,0,Concierto,Febrero,Lunes,Tarde,Julio,Martes,Tarde
MOANA 2,1,SALA 1 2D,AppExterna,0,1,Teatro,Febrero,Domingo,Mañana,Diciembre,Viernes,Tarde
Mujer de Piedra,4,FUNCIÓN 1,AppExterna,1,1,Talleres,Febrero,Lunes,Mañana,Abril,Jueves,Mañana
LIBERTAD FC VS Emelec SC,2,PLATINUM,PayPhone,0,1,Teatro,Febrero,Sábado,Noche,Julio,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,SALA 1 2D,PayPhone,1,1,Otro,Febrero,Sábado,Mañana,Marzo,Domingo,Mañana
El viaje de la Santa,6,FUNCIÓN 1,AppExterna,1,0,Otro,Febrero,Sábado,Noche,Mayo,Viernes,Mañana
ALZATE,2,SALA 1 2D,PayPhone,0,1,Concierto,Febrero,Lunes,Noche,Julio,Sábado,Tarde
Los peces no vuelan,1,PREVENTA ,PayPhone,1,0,Concierto,Febrero,Lunes,Noche,Julio,Martes,Tarde
FESTIVAL DE LA CHICHA,1,PLATINUM,PayPhone,1,0,Teatro,Febrero,Sábado,Tarde,Diciembre,Viernes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,5,PREVENTA ,AppExterna,0,0,Ferias,Febrero,Jueves,Tarde,Marzo,Miércoles,Mañana
A pebble falling on a silent lake,3,PREFERENCIA,Wallet,1,0,Cine,Febrero,Domingo,Mañana,Septiembre,Sábado,Noche
DESAYUNO EMPRESARIAL,4,VENTA OFICIAL,Wallet,0,0,Ferias,Febrero,Domingo,Noche,Febrero,Martes,Tarde
DESAYUNO EMPRESARIAL,9,SALA 3,AppExterna,0,1,Ferias,Febrero,Jueves,Tarde,Mayo,Lunes,Mañana
Libertad Vs U Catolica,4,CORTESÍAS GOLDEN,Wallet,0,1,Ferias,Febrero,Domingo,Noche,Julio,Jueves,Noche
CAPACITACION FERIA,2,TRIBUNA SUR,PayPhone,1,0,Concierto,Febrero,Miércoles,Tarde,Junio,Lunes,Noche
El After de las Artes Vivas,4,CORTESÍAS VIP,PayPhone,0,1,Cine,Febrero,Domingo,Noche,Octubre,Viernes,Noche
Mujer de Piedra,1,VIP,AppExterna,0,0,Deporte,Febrero,Jueves,Mañana,Noviembre,Domingo,Noche
El viaje de la Santa,7,FUNCIÓN 1,Wallet,1,0,Donación,Febrero,Lunes,Noche,Mayo,Martes,Mañana
JORGE GUZMAN VS BARCELONA,8,VENTA OFICIAL,PayPhone,1,0,Teatro,Febrero,Miércoles,Noche,Mayo,Sábado,Tarde
A pebble falling on a silent lake,7,PREFERENCIA,AppExterna,0,1,Talleres,Febrero,Jueves,Mañana,Mayo,Martes,Tarde
ALZATE,9,PREVENTA ,PayPhone,0,1,Donación,Febrero,Lunes,Noche,Octubre,Viernes,Tarde
ALZATE,3,SALA 3,AppExterna,1,0,Deporte,Febrero,Miércoles,Tarde,Diciembre,Domingo,Tarde
CAPACITACION FERIA,5,GOLDEN,AppExterna,0,1,Otro,Febrero,Jueves,Noche,Febrero,Domingo,Mañana
Mujer de Piedra,8,PALCO,PayPhone,1,1,Donación,Febrero,Jueves,Mañana,Junio,Martes,Tarde
La Inocente,7,SALA 3,Wallet,0,1,Cine,Febrero,Sábado,Mañana,Octubre,Sábado,Tarde
MOANA 2,9,SILLAS DIGITAL,Wallet,0,1,Cine,Febrero,Domingo,Tarde,Abril,Lunes,Tarde
El viaje de la Santa,8,CORTESÍAS VIP,AppExterna,1,0,Otro,Febrero,Miércoles,Noche,Octubre,Lunes,Tarde
FESTIVAL DE LA CHICHA,8,PALCO,PayPhone,0,0,Deporte,Febrero,Sábado,Mañana,Julio,Sábado,Tarde
CAPACITACION FERIA,9,SILLAS DIGITAL,PayPhone,1,1,Cine,Febrero,Miércoles,Mañana,Febrero,Sábado,Mañana
El viaje de la Santa,1,PLATEA BAJA,AppExterna,1,1,Ferias,Febrero,Jueves,Mañana,Abril,Lunes,Noche
MOANA 2,6,TRIBUNA SUR,Wallet,1,0,Otro,Febrero,Lunes,Tarde,Octubre,Sábado,Noche
A pebble falling on a silent lake,8,GENERAL,AppExterna,0,1,Donación,Febrero,Jueves,Tarde,Abril,Sábado,Tarde
Mujer de Piedra,8,BOLETO SOLIDARIO,AppExterna,1,1,Deporte,Febrero,Domingo,Noche,Abril,Viernes,Mañana
RALLY PROVINCIA DE LOJA,3,BOLETO PALCO,AppExterna,1,1,Teatro,Febrero,Miércoles,Mañana,Octubre,Viernes,Mañana
LIBERTAD FC VS Emelec SC,3,TRIBUNA SUR,AppExterna,0,0,Otro,Febrero,Domingo,Tarde,Octubre,Lunes,Tarde
FESTIVAL DE LA CHICHA,1,BOLETO SOLIDARIO,AppExterna,1,0,Deporte,Febrero,Domingo,Mañana,Febrero,Lunes,Tarde
CAPACITACION FERIA,8,SILLAS DIGITAL,AppExterna,1,0,Otro,Febrero,Miércoles,Noche,Septiembre,Sábado,Tarde
A pebble falling on a silent lake,2,PALCO,Wallet,0,0,Ferias,Febrero,Domingo,Mañana,Abril,Viernes,Tarde
La Inocente,5,Golden Box,Wallet,0,1,Donación,Febrero,Domingo,Mañana,Diciembre,Sábado,Mañana
San Juanes Santa Rosa del Tejar,7,BOLETO GENERAL,Wallet,0,1,Teatro,Febrero,Lunes,Mañana,Febrero,Domingo,Noche
El viaje de la Santa,3,VENTA OFICIAL,Wallet,1,1,Cine,Febrero,Miércoles,Mañana,Agosto,Domingo,Noche
JORGE GUZMAN VS BARCELONA,1,SALA 3,PayPhone,0,0,Ferias,Febrero,Lunes,Noche,Abril,Lunes,Mañana
LIBERTAD FC VS Emelec SC,1,SALA 1 2D,AppExterna,0,1,Donación,Febrero,Miércoles,Noche,Diciembre,Martes,Mañana
El After de las Artes Vivas,7,CORTESÍAS VIP,AppExterna,0,0,Ferias,Febrero,Jueves,Noche,Agosto,Viernes,Tarde
JORGE GUZMAN VS BARCELONA,1,BOLETO SOLIDARIO,Wallet,0,1,Deporte,Febrero,Miércoles,Mañana,Febrero,Martes,Mañana
Mujer de Piedra,6,CORTESÍAS VIP,PayPhone,0,0,Otro,Febrero,Sábado,Tarde,Agosto,Lunes,Tarde
LIBERTAD FC VS Emelec SC,2,PREFERENCIA,AppExterna,1,1,Concierto,Febrero,Jueves,Tarde,Octubre,Lunes,Noche
Ibarra Fight League,7,GOLDEN,PayPhone,1,0,Otro,Febrero,Miércoles,Mañana,Agosto,Jueves,Noche
MOANA 2,2,GENERAL,PayPhone,1,0,Talleres,Febrero,Lunes,Mañana,Diciembre,Viernes,Noche
El After de las Artes Vivas,5,SALA 2,Wallet,0,1,Deporte,Febrero,Miércoles,Noche,Julio,Domingo,Tarde
JORGE GUZMAN VS BARCELONA,1,PREVENTA ,AppExterna,0,0,Concierto,Febrero,Domingo,Noche,Julio,Sábado,Mañana
La Inocente,9,SALA 2,Wallet,0,0,Donación,Febrero,Sábado,Tarde,Noviembre,Martes,Noche
CAPACITACION FERIA,1,PRESIDENTES,PayPhone,1,0,Deporte,Febrero,Jueves,Mañana,Marzo,Lunes,Tarde
DESAYUNO EMPRESARIAL,1,PREVENTA ,Wallet,1,1,Otro,Febrero,Jueves,Noche,Diciembre,Lunes,Tarde
San Juanes Santa Rosa del Tejar,9,Golden Box,PayPhone,0,1,Otro,Febrero,Jueves,Noche,Abril,Miércoles,Mañana
JORGE GUZMAN VS BARCELONA,5,Adhesiones,PayPhone,1,0,Ferias,Febrero,Miércoles,Mañana,Marzo,Lunes,Mañana
FESTIVAL DE LA CHICHA,6,TRIBUNA NORTE,PayPhone,1,0,Cine,Febrero,Domingo,Noche,Mayo,Jueves,Tarde
LIBERTAD FC VS Emelec SC,3,Adhesiones,PayPhone,0,1,Donación,Febrero,Miércoles,Mañana,Septiembre,Domingo,Noche
Los peces no vuelan,6,VENTA OFICIAL,Wallet,0,0,Cine,Febrero,Sábado,Noche,Junio,Domingo,Tarde
Ibarra Fight League,7,CORTESÍAS,Wallet,0,1,Ferias,Febrero,Jueves,Mañana,Septiembre,Martes,Mañana
Libertad Vs U Catolica,4,BOLETO PALCO,AppExterna,1,1,Donación,Febrero,Jueves,Noche,Agosto,Lunes,Tarde
LIBERTAD FC VS Emelec SC,7,SALA 2,AppExterna,0,1,Talleres,Febrero,Jueves,Mañana,Abril,Lunes,Noche
MOANA 2,1,PLATEA MEDIA,PayPhone,0,1,Talleres,Febrero,Lunes,Mañana,Diciembre,Miércoles,Noche
Libertad Vs U Catolica,8,Golden Box,Wallet,1,1,Deporte,Febrero,Jueves,Noche,Diciembre,Miércoles,Tarde
MOANA 2,8,SALA 3,Wallet,1,1,Teatro,Febrero,Miércoles,Tarde,Octubre,Viernes,Noche
TARDE CLIPP,8,CORTESÍAS,PayPhone,0,1,Ferias,Febrero,Miércoles,Tarde,Junio,Martes,Tarde
El viaje de la Santa,9,PALCO,AppExterna,0,0,Cine,Febrero,Jueves,Mañana,Diciembre,Sábado,Noche
DESAYUNO EMPRESARIAL,7,BOLETO PALCO,PayPhone,0,1,Teatro,Febrero,Jueves,Mañana,Junio,Sábado,Noche
28ava Asamblea Nacional,6,Golden Box,PayPhone,0,0,Ferias,Febrero,Domingo,Tarde,Marzo,Sábado,Noche
MOANA 2,6,Golden Box,Wallet,0,0,Donación,Febrero,Lunes,Tarde,Diciembre,Domingo,Mañana
DESAYUNO EMPRESARIAL,5,PLATEA BAJA,PayPhone,1,0,Otro,Febrero,Miércoles,Noche,Agosto,Viernes,Noche
DESAYUNO EMPRESARIAL,3,PRESIDENTES,PayPhone,0,1,Donación,Febrero,Sábado,Noche,Diciembre,Domingo,Mañana
ALZATE,1,PREVENTA ,Wallet,0,1,Ferias,Febrero,Lunes,Mañana,Noviembre,Jueves,Tarde
28ava Asamblea Nacional,9,FUNCIÓN 3,Wallet,0,0,Ferias,Febrero,Domingo,Tarde,Mayo,Martes,Noche
TARDE CLIPP,2,PALCO,PayPhone,1,1,Deporte,Febrero,Miércoles,Tarde,Agosto,Miércoles,Mañana
ALZATE,7,VENTA OFICIAL,PayPhone,0,1,Teatro,Febrero,Lunes,Noche,Noviembre,Lunes,Noche
MOANA 2,4,FUNCIÓN 2,PayPhone,0,0,Talleres,Febrero,Miércoles,Tarde,Agosto,Domingo,Mañana
San Juanes Santa Rosa del Tejar,1,FUNCIÓN 1,Wallet,1,0,Cine,Febrero,Miércoles,Noche,Marzo,Jueves,Mañana
Mujer de Piedra,6,Golden Box,AppExterna,0,1,Concierto,Febrero,Sábado,Tarde,Marzo,Sábado,Noche
Libertad Vs U Catolica,8,SALA 1 3D,Wallet,0,1,Cine,Febrero,Miércoles,Mañana,Agosto,Sábado,Tarde
Los peces no vuelan,4,PLATEA BAJA,PayPhone,0,1,Deporte,Febrero,Sábado,Noche,Febrero,Viernes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,SALA 1 3D,Wallet,0,0,Ferias,Febrero,Sábado,Noche,Junio,Miércoles,Tarde
RALLY PROVINCIA DE LOJA,2,GOLDEN,Wallet,1,0,Cine,Febrero,Lunes,Noche,Junio,Miércoles,Noche
LIBERTAD FC VS Emelec SC,6,VIP,PayPhone,1,1,Teatro,Febrero,Lunes,Mañana,Abril,Miércoles,Noche
FESTIVAL DE LA CHICHA,2,GOLDEN,Wallet,0,0,Ferias,Febrero,Sábado,Tarde,Marzo,Viernes,Mañana
La Inocente,5,PLATEA BAJA,PayPhone,0,0,Talleres,Febrero,Lunes,Tarde,Julio,Domingo,Noche
La Inocente,8,SALA 3,PayPhone,1,0,Talleres,Febrero,Domingo,Tarde,Mayo,Miércoles,Mañana
ALZATE,1,BOLETO GENERAL,PayPhone,1,1,Concierto,Febrero,Miércoles,Tarde,Diciembre,Sábado,Tarde
ALZATE,8,PRESIDENTES,Wallet,0,0,Talleres,Febrero,Sábado,Mañana,Marzo,Domingo,Noche
FESTIVAL DE LA CHICHA,1,VENTA OFICIAL,Wallet,1,0,Talleres,Febrero,Sábado,Tarde,Diciembre,Domingo,Noche
A pebble falling on a silent lake,6,GOLDEN,Wallet,1,0,Talleres,Febrero,Lunes,Tarde,Noviembre,Domingo,Noche
A pebble falling on a silent lake,2,PLATEA BAJA,PayPhone,0,0,Donación,Febrero,Sábado,Tarde,Septiembre,Martes,Noche
MOANA 2,7,PREVENTA ,PayPhone,0,0,Cine,Febrero,Lunes,Noche,Abril,Jueves,Tarde
FESTIVAL DE LA CHICHA,2,Golden Box,Wallet,0,0,Talleres,Febrero,Domingo,Tarde,Diciembre,Miércoles,Tarde
TARDE CLIPP,4,TRIBUNA NORTE,AppExterna,1,1,Donación,Febrero,Sábado,Noche,Septiembre,Jueves,Mañana
Ibarra Fight League,1,INSCRIPCIÓN DIGITAL,Wallet,1,0,Ferias,Febrero,Jueves,Tarde,Diciembre,Viernes,Mañana
La Inocente,3,Adhesiones,Wallet,0,0,Donación,Febrero,Jueves,Noche,Abril,Viernes,Tarde
DESAYUNO EMPRESARIAL,1,CORTESÍAS,PayPhone,1,1,Ferias,Febrero,Jueves,Mañana,Agosto,Lunes,Tarde
El viaje de la Santa,3,GENERAL,PayPhone,1,0,Concierto,Febrero,Miércoles,Noche,Febrero,Domingo,Tarde
RALLY PROVINCIA DE LOJA,1,PREFERENCIA,AppExterna,0,1,Deporte,Febrero,Domingo,Tarde,Mayo,Sábado,Mañana
Ibarra Fight League,6,GOLDEN,Wallet,1,0,Ferias,Febrero,Domingo,Mañana,Junio,Martes,Noche
El viaje de la Santa,7,SALA 2,Wallet,1,1,Otro,Febrero,Sábado,Mañana,Marzo,Domingo,Tarde
RALLY PROVINCIA DE LOJA,2,PLATEA ALTA,Wallet,1,1,Teatro,Febrero,Lunes,Tarde,Febrero,Viernes,Mañana
El After de las Artes Vivas,6,TRIBUNA SUR,AppExterna,0,1,Donación,Febrero,Lunes,Tarde,Septiembre,Lunes,Tarde
Mujer de Piedra,5,FUNCIÓN 1,Wallet,0,0,Deporte,Febrero,Domingo,Noche,Junio,Lunes,Mañana
Libertad Vs U Catolica,3,PLATEA BAJA,AppExterna,0,1,Talleres,Febrero,Sábado,Tarde,Julio,Jueves,Tarde
RALLY PROVINCIA DE LOJA,9,INSCRIPCIÓN DIGITAL,Wallet,1,1,Otro,Febrero,Domingo,Noche,Octubre,Martes,Noche
DESAYUNO EMPRESARIAL,4,GOLDEN,Wallet,0,0,Donación,Febrero,Jueves,Mañana,Abril,Domingo,Mañana
A pebble falling on a silent lake,7,FUNCIÓN 1,PayPhone,0,1,Cine,Febrero,Lunes,Noche,Marzo,Lunes,Tarde
Los peces no vuelan,8,FUNCIÓN 3,PayPhone,1,0,Deporte,Febrero,Miércoles,Tarde,Abril,Lunes,Noche
Libertad Vs U Catolica,3,SILLAS DIGITAL,AppExterna,0,1,Talleres,Febrero,Lunes,Mañana,Abril,Sábado,Noche
ALZATE,8,SILLAS DIGITAL,AppExterna,1,1,Concierto,Febrero,Domingo,Mañana,Febrero,Jueves,Noche
MOANA 2,2,BOLETO SOLIDARIO,Wallet,0,1,Cine,Febrero,Jueves,Tarde,Febrero,Lunes,Noche
LIBERTAD FC VS Emelec SC,5,TRIBUNA SUR,Wallet,0,1,Concierto,Febrero,Sábado,Mañana,Marzo,Viernes,Noche
LIBERTAD FC VS Emelec SC,2,SALA 1 3D,AppExterna,1,0,Teatro,Febrero,Lunes,Noche,Abril,Jueves,Noche
TARDE CLIPP,7,CORTESÍAS GOLDEN,PayPhone,1,0,Concierto,Febrero,Domingo,Mañana,Febrero,Miércoles,Noche
LIBERTAD FC VS Emelec SC,5,Golden Box,Wallet,0,0,Concierto,Febrero,Miércoles,Tarde,Junio,Miércoles,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,4,PLATEA MEDIA,AppExterna,0,1,Cine,Febrero,Sábado,Noche,Julio,Domingo,Noche
La Inocente,3,SALA 1 3D,Wallet,1,1,Otro,Febrero,Domingo,Mañana,Julio,Lunes,Mañana
A pebble falling on a silent lake,9,PLATEA ALTA,PayPhone,1,1,Otro,Febrero,Lunes,Mañana,Abril,Sábado,Noche
ALZATE,6,SALA 1 3D,AppExterna,1,1,Teatro,Febrero,Miércoles,Noche,Octubre,Martes,Mañana
A pebble falling on a silent lake,1,SALA 2,PayPhone,1,0,Otro,Febrero,Domingo,Mañana,Febrero,Lunes,Noche
ALZATE,8,PLATINUM,AppExterna,1,0,Deporte,Febrero,Miércoles,Mañana,Septiembre,Jueves,Mañana
DESAYUNO EMPRESARIAL,8,TRIBUNA SUR,PayPhone,1,1,Otro,Febrero,Lunes,Mañana,Julio,Martes,Tarde
TARDE CLIPP,9,SALA 3,Wallet,0,1,Otro,Febrero,Jueves,Tarde,Junio,Miércoles,Mañana
DESAYUNO EMPRESARIAL,7,SALA 1 2D,AppExterna,1,0,Cine,Febrero,Lunes,Mañana,Septiembre,Miércoles,Mañana
RALLY PROVINCIA DE LOJA,2,PRESIDENTES,Wallet,1,1,Ferias,Febrero,Lunes,Tarde,Diciembre,Lunes,Tarde
Los peces no vuelan,6,GOLDEN,Wallet,1,1,Concierto,Febrero,Domingo,Tarde,Septiembre,Sábado,Tarde
A pebble falling on a silent lake,9,PLATEA ALTA,PayPhone,1,1,Concierto,Febrero,Domingo,Noche,Noviembre,Lunes,Noche
CAPACITACION FERIA,6,CORTESÍAS VIP,AppExterna,1,0,Concierto,Febrero,Miércoles,Tarde,Diciembre,Domingo,Tarde
Libertad Vs U Catolica,2,CORTESÍAS,AppExterna,0,0,Cine,Febrero,Sábado,Noche,Mayo,Sábado,Tarde
MOANA 2,8,PREVENTA ,Wallet,0,0,Teatro,Febrero,Jueves,Tarde,Abril,Jueves,Mañana
A pebble falling on a silent lake,3,FUNCIÓN 2,PayPhone,1,1,Donación,Febrero,Sábado,Tarde,Diciembre,Miércoles,Mañana
El viaje de la Santa,6,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Teatro,Febrero,Sábado,Mañana,Julio,Domingo,Tarde
El viaje de la Santa,8,PLATEA BAJA,AppExterna,0,1,Otro,Febrero,Jueves,Mañana,Noviembre,Domingo,Noche
28ava Asamblea Nacional,3,PLATINUM,PayPhone,0,0,Deporte,Febrero,Sábado,Tarde,Septiembre,Miércoles,Tarde
MOANA 2,7,SALA 2,PayPhone,1,1,Deporte,Febrero,Miércoles,Noche,Octubre,Lunes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,5,TRIBUNA NORTE,PayPhone,1,1,Donación,Febrero,Domingo,Noche,Septiembre,Sábado,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,BOLETO SOLIDARIO,Wallet,0,0,Teatro,Febrero,Miércoles,Tarde,Septiembre,Jueves,Mañana
Los peces no vuelan,7,PREVENTA ,AppExterna,0,1,Teatro,Febrero,Sábado,Mañana,Octubre,Martes,Noche
CAPACITACION FERIA,4,BOLETO PALCO,AppExterna,1,0,Teatro,Febrero,Lunes,Mañana,Noviembre,Martes,Mañana
MOANA 2,5,PALCO,PayPhone,0,0,Donación,Febrero,Domingo,Mañana,Marzo,Martes,Tarde
TARDE CLIPP,5,FUNCIÓN 1,Wallet,0,1,Donación,Febrero,Miércoles,Tarde,Julio,Sábado,Mañana
LIBERTAD FC VS Emelec SC,3,SALA 1 3D,PayPhone,0,1,Deporte,Febrero,Domingo,Tarde,Junio,Sábado,Mañana
San Juanes Santa Rosa del Tejar,3,Golden Box,Wallet,1,0,Cine,Febrero,Lunes,Noche,Febrero,Domingo,Mañana
Ibarra Fight League,5,FUNCIÓN 3,AppExterna,0,0,Talleres,Febrero,Sábado,Mañana,Octubre,Martes,Mañana
TARDE CLIPP,7,Adhesiones,PayPhone,1,0,Donación,Febrero,Lunes,Mañana,Junio,Jueves,Tarde
El After de las Artes Vivas,7,PLATINUM,PayPhone,1,0,Concierto,Febrero,Miércoles,Noche,Junio,Martes,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,7,BOLETO PALCO,PayPhone,0,1,Cine,Febrero,Sábado,Noche,Mayo,Sábado,Noche
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,5,PREVENTA ,Wallet,1,0,Deporte,Febrero,Jueves,Noche,Marzo,Domingo,Tarde
DESAYUNO EMPRESARIAL,6,BOLETO GENERAL,Wallet,0,0,Donación,Febrero,Sábado,Noche,Julio,Lunes,Noche
ALZATE,1,Golden Box,Wallet,0,1,Teatro,Febrero,Domingo,Tarde,Julio,Lunes,Tarde
Libertad Vs U Catolica,7,CORTESÍAS GOLDEN,AppExterna,0,0,Donación,Febrero,Domingo,Mañana,Noviembre,Miércoles,Mañana
Mujer de Piedra,7,INSCRIPCIÓN DIGITAL,Wallet,1,0,Cine,Febrero,Jueves,Noche,Marzo,Viernes,Tarde
El viaje de la Santa,6,PLATINUM,PayPhone,0,1,Donación,Febrero,Lunes,Tarde,Agosto,Jueves,Noche
ALZATE,2,VIP,Wallet,1,0,Cine,Febrero,Lunes,Mañana,Mayo,Domingo,Noche
Mujer de Piedra,6,PLATEA MEDIA,Wallet,0,0,Cine,Febrero,Sábado,Tarde,Febrero,Sábado,Mañana
MOANA 2,7,PREVENTA ,Wallet,0,0,Otro,Febrero,Jueves,Tarde,Diciembre,Sábado,Mañana
DESAYUNO EMPRESARIAL,4,FUNCIÓN 1,PayPhone,1,1,Teatro,Febrero,Jueves,Noche,Julio,Jueves,Noche
San Juanes Santa Rosa del Tejar,5,TRIBUNA SUR,Wallet,0,1,Teatro,Febrero,Miércoles,Noche,Mayo,Domingo,Mañana
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,1,FUNCIÓN 2,AppExterna,1,0,Concierto,Febrero,Domingo,Noche,Octubre,Viernes,Tarde
Los peces no vuelan,2,PALCO,PayPhone,0,1,Otro,Febrero,Sábado,Mañana,Octubre,Martes,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,2,FUNCIÓN 2,AppExterna,1,0,Cine,Febrero,Sábado,Mañana,Agosto,Lunes,Noche
FESTIVAL DE LA CHICHA,7,VENTA OFICIAL,PayPhone,0,0,Donación,Febrero,Sábado,Tarde,Noviembre,Viernes,Tarde
28ava Asamblea Nacional,2,Golden Box,PayPhone,1,0,Deporte,Febrero,Domingo,Mañana,Marzo,Martes,Noche
DESAYUNO EMPRESARIAL,2,BOLETO SOLIDARIO,Wallet,0,1,Deporte,Febrero,Miércoles,Noche,Noviembre,Jueves,Tarde
ALZATE,4,BOLETO SOLIDARIO,PayPhone,0,1,Donación,Febrero,Lunes,Noche,Agosto,Lunes,Mañana
ALZATE,8,FUNCIÓN 2,Wallet,0,0,Deporte,Febrero,Domingo,Mañana,Abril,Sábado,Tarde
El viaje de la Santa,1,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Cine,Febrero,Domingo,Mañana,Septiembre,Jueves,Noche
Mujer de Piedra,4,SALA 1 3D,PayPhone,0,0,Donación,Febrero,Jueves,Noche,Abril,Miércoles,Mañana
JORGE GUZMAN VS BARCELONA,4,SALA 1 3D,AppExterna,0,0,Donación,Febrero,Miércoles,Tarde,Abril,Miércoles,Tarde
El After de las Artes Vivas,4,PREFERENCIA,AppExterna,1,0,Teatro,Febrero,Domingo,Tarde,Diciembre,Sábado,Noche
LIBERTAD FC VS Emelec SC,1,PLATINUM,AppExterna,0,0,Talleres,Febrero,Sábado,Noche,Diciembre,Domingo,Mañana
El After de las Artes Vivas,4,GENERAL,AppExterna,0,0,Cine,Febrero,Sábado,Mañana,Septiembre,Viernes,Tarde
28ava Asamblea Nacional,9,CORTESÍAS VIP,AppExterna,0,0,Talleres,Febrero,Miércoles,Tarde,Marzo,Miércoles,Noche
La Inocente,7,CORTESÍAS GOLDEN,PayPhone,1,0,Cine,Febrero,Domingo,Noche,Agosto,Martes,Tarde
LIBERTAD FC VS Emelec SC,4,SILLAS DIGITAL,Wallet,1,1,Concierto,Febrero,Miércoles,Mañana,Octubre,Miércoles,Tarde
Libertad Vs U Catolica,6,SALA 3,PayPhone,1,0,Cine,Febrero,Miércoles,Tarde,Mayo,Sábado,Tarde
DESAYUNO EMPRESARIAL,8,PREVENTA ,Wallet,1,0,Deporte,Febrero,Lunes,Noche,Agosto,Lunes,Noche
A pebble falling on a silent lake,2,CORTESÍAS GOLDEN,Wallet,0,1,Ferias,Febrero,Lunes,Noche,Agosto,Sábado,Noche
TARDE CLIPP,4,VENTA OFICIAL,AppExterna,1,1,Donación,Febrero,Domingo,Tarde,Mayo,Viernes,Mañana
RALLY PROVINCIA DE LOJA,2,FUNCIÓN 1,PayPhone,1,1,Deporte,Febrero,Jueves,Tarde,Septiembre,Sábado,Noche
MOANA 2,7,Adhesiones,Wallet,1,0,Ferias,Febrero,Sábado,Tarde,Abril,Domingo,Mañana
Libertad Vs U Catolica,4,BOLETO SOLIDARIO,Wallet,1,0,Donación,Febrero,Miércoles,Tarde,Junio,Lunes,Noche
A pebble falling on a silent lake,6,CORTESÍAS,PayPhone,0,0,Teatro,Febrero,Sábado,Noche,Junio,Viernes,Tarde
Libertad Vs U Catolica,3,BOLETO PALCO,PayPhone,1,1,Talleres,Febrero,Lunes,Noche,Abril,Miércoles,Tarde
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,6,VIP,Wallet,1,0,Donación,Febrero,Jueves,Tarde,Junio,Sábado,Tarde
TARDE CLIPP,3,PALCO,PayPhone,1,0,Donación,Febrero,Miércoles,Tarde,Febrero,Viernes,Noche
JORGE GUZMAN VS BARCELONA,2,Adhesiones,Wallet,1,1,Concierto,Febrero,Sábado,Noche,Noviembre,Martes,Mañana
