Show,Nombre Localidad,Forma de Pago,Estado de Pago,EsCompartido,Mes,Día,Periodo,Mes_Show,Día_Show,Periodo_Show,Cluster,Total Boletos Pred,TipoShow Pred
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,VIP,AppExterna,1,1,Febrero,Jueves,Mañana,Agosto,Jueves,Mañana,2,2,Ferias
Ibarra Fight League,PLATEA ALTA,PayPhone,1,0,Febrero,Sábado,Mañana,Octubre,Jueves,Noche,2,3,Cine
MOANA 2,PREVENTA ,AppExterna,1,0,Febrero,Jueves,Tarde,Julio,Domingo,Mañana,2,2,Talleres
MOANA 2,INSCRIPCIÓN DIGITAL,AppExterna,0,0,Febrero,Jueves,Tarde,Julio,Sábado,Tarde,2,2,Cine
TARDE CLIPP,PLATINUM,Wallet,1,0,Febrero,Lunes,Mañana,Mayo,Martes,Tarde,2,2,Concierto
FESTIVAL DE LA CHICHA,FUNCIÓN 3,AppExterna,1,0,Febrero,Sábado,Noche,Octubre,Lunes,Mañana,2,1,Deporte
DESAYUNO EMPRESARIAL,PREFERENCIA,AppExterna,0,1,Febrero,Miércoles,Mañana,Mayo,Lunes,Mañana,2,3,Deporte
Libertad Vs U Catolica,PLATEA BAJA,PayPhone,0,1,Febrero,Lunes,Tarde,Junio,Viernes,Tarde,2,3,Cine
DESAYUNO EMPRESARIAL,PLATEA ALTA,PayPhone,1,1,Febrero,Domingo,Mañana,Octubre,Martes,Mañana,2,2,Donación
La Inocente,PREFERENCIA,PayPhone,0,1,Febrero,Sábado,Mañana,Abril,Viernes,Noche,2,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,TRIBUNA NORTE,PayPhone,0,1,Febrero,Domingo,Tarde,Noviembre,Domingo,Tarde,0,3,Teatro
LIBERTAD FC VS Emelec SC,PREFERENCIA,AppExterna,1,1,Febrero,Lunes,Noche,Marzo,Martes,Noche,2,2,Donación
28ava Asamblea Nacional,PLATINUM,PayPhone,0,1,Febrero,Sábado,Tarde,Marzo,Miércoles,Tarde,2,2,Concierto
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,Golden Box,Wallet,0,1,Febrero,Domingo,Tarde,Noviembre,Martes,Tarde,0,2,Teatro
28ava Asamblea Nacional,PALCO,Wallet,0,1,Febrero,Domingo,Mañana,Julio,Sábado,Noche,2,2,Cine
JORGE GUZMAN VS BARCELONA,TRIBUNA SUR,AppExterna,1,0,Febrero,Sábado,Noche,Noviembre,Viernes,Noche,0,2,Concierto
Mujer de Piedra,FUNCIÓN 2,PayPhone,1,1,Febrero,Domingo,Mañana,Noviembre,Viernes,Noche,0,2,Concierto
ALZATE,VENTA OFICIAL,Wallet,0,0,Febrero,Lunes,Tarde,Febrero,Jueves,Noche,2,2,Cine
El After de las Artes Vivas,Adhesiones,Wallet,1,1,Febrero,Miércoles,Noche,Octubre,Sábado,Noche,2,2,Concierto
Los peces no vuelan,Golden Box,PayPhone,0,0,Febrero,Domingo,Mañana,Mayo,Martes,Tarde,2,2,Concierto
RALLY PROVINCIA DE LOJA,PLATEA MEDIA,AppExterna,1,1,Febrero,Miércoles,Tarde,Febrero,Jueves,Noche,2,2,Cine
28ava Asamblea Nacional,SALA 2,Wallet,0,1,Febrero,Lunes,Mañana,Agosto,Sábado,Tarde,2,2,Concierto
ALZATE,FUNCIÓN 2,AppExterna,0,0,Febrero,Miércoles,Noche,Junio,Miércoles,Noche,2,2,Teatro
RALLY PROVINCIA DE LOJA,FUNCIÓN 2,PayPhone,0,0,Febrero,Miércoles,Mañana,Julio,Domingo,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,SILLAS DIGITAL,PayPhone,1,0,Febrero,Domingo,Tarde,Diciembre,Martes,Noche,2,2,Cine
El viaje de la Santa,GENERAL,PayPhone,0,1,Febrero,Domingo,Tarde,Octubre,Jueves,Mañana,2,2,Talleres
CAPACITACION FERIA,SALA 1 2D,AppExterna,1,1,Febrero,Jueves,Mañana,Septiembre,Jueves,Noche,2,2,Concierto
CAPACITACION FERIA,PRESIDENTES,PayPhone,0,1,Febrero,Miércoles,Mañana,Febrero,Domingo,Noche,2,2,Concierto
FESTIVAL DE LA CHICHA,PLATEA BAJA,Wallet,0,0,Febrero,Lunes,Mañana,Mayo,Viernes,Tarde,2,1,Concierto
ALZATE,PREVENTA ,PayPhone,0,0,Febrero,Miércoles,Noche,Diciembre,Lunes,Noche,2,2,Cine
ALZATE,GOLDEN,Wallet,0,1,Febrero,Miércoles,Noche,Marzo,Viernes,Mañana,2,1,Talleres
A pebble falling on a silent lake,FUNCIÓN 2,AppExterna,1,1,Febrero,Sábado,Tarde,Julio,Jueves,Noche,2,2,Cine
TARDE CLIPP,TRIBUNA SUR,PayPhone,0,1,Febrero,Jueves,Noche,Noviembre,Sábado,Mañana,2,2,Deporte
El viaje de la Santa,SALA 1 3D,AppExterna,0,0,Febrero,Sábado,Tarde,Noviembre,Jueves,Mañana,2,4,Ferias
A pebble falling on a silent lake,BOLETO PALCO,PayPhone,1,1,Febrero,Sábado,Mañana,Septiembre,Jueves,Tarde,2,2,Concierto
28ava Asamblea Nacional,PREVENTA ,PayPhone,1,0,Febrero,Miércoles,Tarde,Abril,Jueves,Mañana,2,1,Deporte
Ibarra Fight League,CORTESÍAS,PayPhone,0,1,Febrero,Jueves,Tarde,Diciembre,Lunes,Mañana,2,1,Deporte
ALZATE,PLATEA MEDIA,AppExterna,0,0,Febrero,Lunes,Noche,Junio,Lunes,Tarde,2,1,Deporte
Mujer de Piedra,Adhesiones,PayPhone,1,0,Febrero,Jueves,Noche,Mayo,Sábado,Mañana,2,2,Deporte
RALLY PROVINCIA DE LOJA,FUNCIÓN 2,AppExterna,0,0,Febrero,Domingo,Tarde,Marzo,Sábado,Noche,2,2,Concierto
Ibarra Fight League,FUNCIÓN 1,AppExterna,0,1,Febrero,Sábado,Tarde,Abril,Jueves,Noche,2,2,Cine
San Juanes Santa Rosa del Tejar,CORTESÍAS GOLDEN,PayPhone,0,1,Febrero,Miércoles,Noche,Mayo,Sábado,Tarde,2,2,Concierto
RALLY PROVINCIA DE LOJA,SILLAS DIGITAL,AppExterna,0,1,Febrero,Jueves,Mañana,Octubre,Viernes,Mañana,2,2,Talleres
A pebble falling on a silent lake,GOLDEN,PayPhone,0,1,Febrero,Sábado,Mañana,Marzo,Viernes,Tarde,2,2,Concierto
CAPACITACION FERIA,BOLETO GENERAL,AppExterna,1,0,Febrero,Domingo,Noche,Mayo,Viernes,Noche,2,2,Concierto
Libertad Vs U Catolica,FUNCIÓN 1,AppExterna,0,1,Febrero,Miércoles,Tarde,Octubre,Sábado,Tarde,2,2,Concierto
Mujer de Piedra,PALCO,AppExterna,1,1,Febrero,Jueves,Mañana,Junio,Jueves,Noche,2,2,Cine
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PALCO,Wallet,1,1,Febrero,Lunes,Tarde,Abril,Viernes,Tarde,2,19,Concierto
CAPACITACION FERIA,SILLAS DIGITAL,AppExterna,0,0,Febrero,Miércoles,Noche,Marzo,Sábado,Mañana,2,1,Concierto
El viaje de la Santa,PLATINUM,PayPhone,0,0,Febrero,Miércoles,Tarde,Marzo,Martes,Tarde,2,2,Donación
DESAYUNO EMPRESARIAL,PLATINUM,PayPhone,0,0,Febrero,Miércoles,Mañana,Mayo,Martes,Tarde,2,2,Donación
Libertad Vs U Catolica,Golden Box,AppExterna,0,1,Febrero,Sábado,Mañana,Noviembre,Jueves,Noche,0,2,Teatro
Libertad Vs U Catolica,SALA 1 3D,PayPhone,1,1,Febrero,Lunes,Mañana,Noviembre,Sábado,Noche,0,2,Concierto
Libertad Vs U Catolica,FUNCIÓN 3,PayPhone,1,0,Febrero,Jueves,Noche,Agosto,Miércoles,Noche,2,2,Concierto
TARDE CLIPP,PALCO,Wallet,0,0,Febrero,Jueves,Noche,Abril,Martes,Tarde,2,2,Donación
FESTIVAL DE LA CHICHA,Golden Box,PayPhone,0,0,Febrero,Jueves,Noche,Noviembre,Miércoles,Mañana,2,2,Teatro
Ibarra Fight League,FUNCIÓN 3,Wallet,1,1,Febrero,Lunes,Mañana,Abril,Martes,Mañana,2,9,Talleres
San Juanes Santa Rosa del Tejar,SALA 2,AppExterna,0,1,Febrero,Jueves,Tarde,Diciembre,Sábado,Noche,2,2,Cine
TARDE CLIPP,SALA 1 3D,AppExterna,0,1,Febrero,Lunes,Noche,Noviembre,Miércoles,Tarde,0,1,Teatro
El viaje de la Santa,Adhesiones,Wallet,0,0,Febrero,Jueves,Mañana,Julio,Lunes,Noche,2,2,Cine
TARDE CLIPP,SILLAS DIGITAL,AppExterna,1,0,Febrero,Miércoles,Noche,Febrero,Jueves,Mañana,2,1,Talleres
CAPACITACION FERIA,FUNCIÓN 1,AppExterna,1,1,Febrero,Jueves,Tarde,Julio,Viernes,Mañana,2,2,Talleres
Libertad Vs U Catolica,CORTESÍAS,PayPhone,1,1,Febrero,Jueves,Mañana,Agosto,Martes,Mañana,2,2,Talleres
MOANA 2,SILLAS DIGITAL,Wallet,0,1,Febrero,Lunes,Noche,Mayo,Martes,Mañana,2,19,Talleres
Mujer de Piedra,PREVENTA ,Wallet,0,0,Febrero,Miércoles,Mañana,Septiembre,Sábado,Mañana,3,2,Deporte
LIBERTAD FC VS Emelec SC,CORTESÍAS GOLDEN,Wallet,1,1,Febrero,Sábado,Mañana,Febrero,Viernes,Mañana,2,2,Talleres
DESAYUNO EMPRESARIAL,FUNCIÓN 3,AppExterna,1,0,Febrero,Miércoles,Mañana,Octubre,Sábado,Noche,2,2,Concierto
El After de las Artes Vivas,GENERAL,PayPhone,0,1,Febrero,Domingo,Tarde,Junio,Sábado,Noche,2,3,Cine
Ibarra Fight League,VIP,AppExterna,0,0,Febrero,Domingo,Noche,Octubre,Jueves,Noche,3,2,Cine
Los peces no vuelan,PLATEA MEDIA,Wallet,1,0,Febrero,Sábado,Tarde,Abril,Viernes,Mañana,2,2,Talleres
El After de las Artes Vivas,GENERAL,AppExterna,0,1,Febrero,Lunes,Mañana,Febrero,Domingo,Tarde,2,2,Concierto
El After de las Artes Vivas,FUNCIÓN 3,AppExterna,0,1,Febrero,Domingo,Mañana,Abril,Jueves,Tarde,2,2,Cine
Libertad Vs U Catolica,GENERAL,Wallet,1,1,Febrero,Domingo,Noche,Marzo,Sábado,Tarde,0,2,Concierto
DESAYUNO EMPRESARIAL,FUNCIÓN 3,AppExterna,1,1,Febrero,Jueves,Tarde,Agosto,Viernes,Noche,2,2,Concierto
RALLY PROVINCIA DE LOJA,SALA 1 3D,PayPhone,1,0,Febrero,Domingo,Mañana,Diciembre,Martes,Mañana,2,2,Donación
RALLY PROVINCIA DE LOJA,Adhesiones,PayPhone,1,0,Febrero,Sábado,Tarde,Abril,Martes,Tarde,2,2,Donación
CAPACITACION FERIA,PRESIDENTES,AppExterna,1,0,Febrero,Domingo,Tarde,Agosto,Jueves,Tarde,2,1,Cine
Mujer de Piedra,PLATEA ALTA,AppExterna,0,0,Febrero,Domingo,Tarde,Abril,Martes,Mañana,2,2,Donación
FESTIVAL DE LA CHICHA,BOLETO GENERAL,PayPhone,1,0,Febrero,Jueves,Noche,Septiembre,Domingo,Mañana,1,2,Ferias
28ava Asamblea Nacional,VIP,Wallet,0,0,Febrero,Sábado,Tarde,Junio,Jueves,Tarde,2,2,Cine
La Inocente,INSCRIPCIÓN DIGITAL,Wallet,1,0,Febrero,Domingo,Tarde,Noviembre,Jueves,Tarde,2,2,Cine
LIBERTAD FC VS Emelec SC,CORTESÍAS,Wallet,0,1,Febrero,Lunes,Noche,Septiembre,Martes,Noche,3,2,Concierto
A pebble falling on a silent lake,SALA 1 2D,Wallet,1,0,Febrero,Jueves,Mañana,Julio,Viernes,Tarde,2,1,Cine
Ibarra Fight League,PLATINUM,Wallet,0,1,Febrero,Miércoles,Mañana,Agosto,Miércoles,Noche,2,2,Concierto
JORGE GUZMAN VS BARCELONA,VENTA OFICIAL,AppExterna,0,0,Febrero,Jueves,Noche,Mayo,Domingo,Mañana,2,2,Talleres
28ava Asamblea Nacional,INSCRIPCIÓN DIGITAL,AppExterna,1,0,Febrero,Miércoles,Mañana,Octubre,Miércoles,Noche,2,1,Concierto
FESTIVAL DE LA CHICHA,TRIBUNA NORTE,PayPhone,1,1,Febrero,Jueves,Noche,Julio,Miércoles,Mañana,2,2,Teatro
CAPACITACION FERIA,PLATINUM,PayPhone,0,1,Febrero,Sábado,Mañana,Septiembre,Jueves,Mañana,2,2,Deporte
El viaje de la Santa,PLATINUM,PayPhone,0,0,Febrero,Jueves,Mañana,Junio,Domingo,Noche,2,2,Cine
La Inocente,CORTESÍAS GOLDEN,PayPhone,0,0,Febrero,Miércoles,Mañana,Febrero,Viernes,Mañana,2,2,Talleres
MOANA 2,PLATEA BAJA,Wallet,0,0,Febrero,Jueves,Noche,Diciembre,Domingo,Mañana,2,1,Ferias
28ava Asamblea Nacional,Golden Box,AppExterna,0,1,Febrero,Sábado,Noche,Mayo,Viernes,Mañana,2,3,Talleres
JORGE GUZMAN VS BARCELONA,GOLDEN,AppExterna,1,1,Febrero,Lunes,Tarde,Abril,Viernes,Mañana,2,14,Deporte
ALZATE,PALCO,Wallet,0,1,Febrero,Jueves,Noche,Febrero,Miércoles,Mañana,2,2,Talleres
El After de las Artes Vivas,PLATINUM,PayPhone,1,1,Febrero,Domingo,Mañana,Octubre,Jueves,Mañana,2,5,Talleres
El After de las Artes Vivas,SALA 1 2D,Wallet,0,1,Febrero,Sábado,Mañana,Noviembre,Jueves,Mañana,0,3,Ferias
Libertad Vs U Catolica,TRIBUNA NORTE,Wallet,0,1,Febrero,Domingo,Noche,Abril,Domingo,Mañana,2,8,Concierto
Los peces no vuelan,CORTESÍAS GOLDEN,Wallet,0,1,Febrero,Miércoles,Tarde,Mayo,Sábado,Mañana,2,6,Deporte
LIBERTAD FC VS Emelec SC,PLATEA ALTA,AppExterna,0,1,Febrero,Miércoles,Noche,Octubre,Lunes,Mañana,2,2,Deporte
Los peces no vuelan,GOLDEN,Wallet,1,1,Febrero,Miércoles,Tarde,Agosto,Viernes,Mañana,2,4,Ferias
ALZATE,SILLAS DIGITAL,PayPhone,0,1,Febrero,Sábado,Mañana,Diciembre,Domingo,Tarde,2,1,Cine
A pebble falling on a silent lake,SALA 3,Wallet,1,0,Febrero,Domingo,Mañana,Julio,Sábado,Tarde,2,2,Cine
ALZATE,BOLETO SOLIDARIO,AppExterna,0,0,Febrero,Sábado,Tarde,Mayo,Martes,Tarde,2,2,Concierto
La Inocente,FUNCIÓN 3,PayPhone,1,0,Febrero,Domingo,Tarde,Mayo,Sábado,Tarde,2,2,Concierto
Libertad Vs U Catolica,TRIBUNA SUR,Wallet,0,0,Febrero,Sábado,Tarde,Abril,Domingo,Tarde,2,2,Concierto
RALLY PROVINCIA DE LOJA,FUNCIÓN 1,PayPhone,0,0,Febrero,Lunes,Mañana,Mayo,Martes,Mañana,2,2,Talleres
La Inocente,BOLETO SOLIDARIO,Wallet,0,0,Febrero,Domingo,Noche,Marzo,Viernes,Noche,2,2,Concierto
FESTIVAL DE LA CHICHA,TRIBUNA NORTE,Wallet,1,1,Febrero,Sábado,Noche,Marzo,Jueves,Mañana,2,4,Talleres
Libertad Vs U Catolica,SALA 3,PayPhone,0,1,Febrero,Lunes,Noche,Junio,Martes,Tarde,2,2,Cine
TARDE CLIPP,FUNCIÓN 2,AppExterna,1,0,Febrero,Miércoles,Noche,Marzo,Lunes,Mañana,2,2,Deporte
FESTIVAL DE LA CHICHA,FUNCIÓN 3,Wallet,0,0,Febrero,Sábado,Tarde,Diciembre,Domingo,Tarde,2,2,Cine
DESAYUNO EMPRESARIAL,BOLETO SOLIDARIO,PayPhone,0,1,Febrero,Domingo,Mañana,Febrero,Lunes,Tarde,2,2,Concierto
A pebble falling on a silent lake,BOLETO GENERAL,AppExterna,0,1,Febrero,Jueves,Noche,Diciembre,Viernes,Tarde,2,2,Cine
A pebble falling on a silent lake,Adhesiones,Wallet,1,1,Febrero,Miércoles,Mañana,Mayo,Viernes,Noche,2,2,Concierto
JORGE GUZMAN VS BARCELONA,PREVENTA ,Wallet,1,0,Febrero,Miércoles,Tarde,Marzo,Miércoles,Tarde,2,2,Concierto
CAPACITACION FERIA,PLATINUM,AppExterna,1,0,Febrero,Lunes,Mañana,Febrero,Martes,Noche,2,1,Donación
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 3,PayPhone,1,0,Febrero,Miércoles,Tarde,Junio,Martes,Tarde,2,2,Cine
MOANA 2,VENTA OFICIAL,Wallet,0,1,Febrero,Sábado,Mañana,Marzo,Domingo,Mañana,2,3,Concierto
El viaje de la Santa,BOLETO GENERAL,PayPhone,1,0,Febrero,Jueves,Noche,Noviembre,Domingo,Mañana,0,3,Teatro
JORGE GUZMAN VS BARCELONA,PLATEA MEDIA,Wallet,1,0,Febrero,Miércoles,Tarde,Mayo,Sábado,Tarde,2,2,Concierto
Mujer de Piedra,FUNCIÓN 3,AppExterna,1,1,Febrero,Domingo,Tarde,Junio,Domingo,Mañana,2,4,Talleres
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,SALA 3,Wallet,0,0,Febrero,Domingo,Noche,Agosto,Miércoles,Noche,2,2,Concierto
MOANA 2,PREVENTA ,PayPhone,1,1,Febrero,Jueves,Tarde,Abril,Miércoles,Noche,2,2,Concierto
TARDE CLIPP,VENTA OFICIAL,PayPhone,1,1,Febrero,Lunes,Noche,Junio,Domingo,Tarde,2,2,Cine
Los peces no vuelan,Golden Box,PayPhone,0,0,Febrero,Jueves,Tarde,Agosto,Domingo,Tarde,2,2,Concierto
LIBERTAD FC VS Emelec SC,VIP,AppExterna,1,0,Febrero,Sábado,Mañana,Marzo,Miércoles,Noche,0,2,Concierto
Mujer de Piedra,FUNCIÓN 2,Wallet,1,0,Febrero,Lunes,Tarde,Septiembre,Domingo,Noche,2,1,Concierto
28ava Asamblea Nacional,SALA 2,AppExterna,1,1,Febrero,Sábado,Mañana,Mayo,Jueves,Tarde,2,2,Cine
LIBERTAD FC VS Emelec SC,Adhesiones,Wallet,0,0,Febrero,Sábado,Mañana,Octubre,Jueves,Mañana,2,3,Talleres
San Juanes Santa Rosa del Tejar,VIP,PayPhone,1,0,Febrero,Jueves,Mañana,Noviembre,Jueves,Noche,2,1,Cine
El After de las Artes Vivas,PLATEA ALTA,Wallet,0,1,Febrero,Domingo,Mañana,Agosto,Viernes,Mañana,2,3,Talleres
El viaje de la Santa,PLATEA MEDIA,Wallet,0,1,Febrero,Jueves,Tarde,Abril,Jueves,Tarde,2,2,Concierto
El viaje de la Santa,BOLETO PALCO,Wallet,1,0,Febrero,Lunes,Tarde,Septiembre,Martes,Noche,2,1,Concierto
San Juanes Santa Rosa del Tejar,BOLETO SOLIDARIO,Wallet,1,1,Febrero,Domingo,Noche,Marzo,Martes,Noche,2,2,Donación
ALZATE,BOLETO GENERAL,PayPhone,0,1,Febrero,Lunes,Tarde,Noviembre,Sábado,Mañana,2,2,Deporte
El viaje de la Santa,GOLDEN,AppExterna,0,1,Febrero,Lunes,Tarde,Marzo,Miércoles,Noche,2,2,Concierto
Libertad Vs U Catolica,PREFERENCIA,PayPhone,1,0,Febrero,Miércoles,Mañana,Junio,Viernes,Noche,2,2,Cine
Ibarra Fight League,SALA 1 2D,AppExterna,1,1,Febrero,Lunes,Tarde,Mayo,Lunes,Noche,2,2,Deporte
Los peces no vuelan,TRIBUNA NORTE,Wallet,1,0,Febrero,Sábado,Noche,Mayo,Sábado,Mañana,2,2,Deporte
Mujer de Piedra,INSCRIPCIÓN DIGITAL,Wallet,1,1,Febrero,Jueves,Tarde,Diciembre,Jueves,Noche,2,2,Cine
Ibarra Fight League,Adhesiones,AppExterna,1,0,Febrero,Sábado,Mañana,Julio,Lunes,Noche,2,2,Cine
JORGE GUZMAN VS BARCELONA,INSCRIPCIÓN DIGITAL,Wallet,0,0,Febrero,Domingo,Mañana,Agosto,Lunes,Mañana,2,2,Deporte
Los peces no vuelan,Adhesiones,Wallet,0,1,Febrero,Jueves,Tarde,Febrero,Lunes,Tarde,2,2,Concierto
28ava Asamblea Nacional,SALA 1 3D,Wallet,0,0,Febrero,Sábado,Mañana,Noviembre,Lunes,Tarde,2,2,Concierto
Libertad Vs U Catolica,VIP,AppExterna,1,0,Febrero,Sábado,Mañana,Abril,Miércoles,Tarde,2,2,Concierto
28ava Asamblea Nacional,PLATEA ALTA,PayPhone,1,1,Febrero,Miércoles,Mañana,Marzo,Viernes,Noche,2,2,Concierto
El viaje de la Santa,TRIBUNA NORTE,AppExterna,0,1,Febrero,Domingo,Mañana,Marzo,Lunes,Tarde,2,3,Concierto
El After de las Artes Vivas,CORTESÍAS GOLDEN,Wallet,0,0,Febrero,Sábado,Tarde,Junio,Sábado,Tarde,2,2,Cine
Ibarra Fight League,Adhesiones,AppExterna,1,0,Febrero,Lunes,Noche,Febrero,Domingo,Noche,2,2,Concierto
CAPACITACION FERIA,TRIBUNA NORTE,Wallet,1,0,Febrero,Sábado,Noche,Julio,Miércoles,Noche,2,2,Concierto
JORGE GUZMAN VS BARCELONA,FUNCIÓN 1,Wallet,0,1,Febrero,Lunes,Tarde,Junio,Martes,Tarde,2,5,Cine
La Inocente,BOLETO GENERAL,AppExterna,0,0,Febrero,Lunes,Tarde,Octubre,Jueves,Tarde,2,2,Cine
TARDE CLIPP,PREVENTA ,PayPhone,1,1,Febrero,Domingo,Tarde,Junio,Miércoles,Noche,2,2,Concierto
MOANA 2,TRIBUNA SUR,PayPhone,0,0,Febrero,Sábado,Noche,Marzo,Domingo,Mañana,2,2,Concierto
CAPACITACION FERIA,PREVENTA ,AppExterna,0,1,Febrero,Miércoles,Mañana,Mayo,Viernes,Mañana,2,2,Talleres
FESTIVAL DE LA CHICHA,PALCO,Wallet,0,1,Febrero,Sábado,Noche,Diciembre,Miércoles,Noche,2,2,Cine
San Juanes Santa Rosa del Tejar,BOLETO PALCO,Wallet,1,1,Febrero,Domingo,Mañana,Diciembre,Sábado,Mañana,2,2,Deporte
MOANA 2,INSCRIPCIÓN DIGITAL,PayPhone,1,1,Febrero,Domingo,Noche,Octubre,Sábado,Tarde,2,2,Concierto
A pebble falling on a silent lake,BOLETO SOLIDARIO,PayPhone,0,1,Febrero,Domingo,Mañana,Marzo,Martes,Noche,2,2,Donación
CAPACITACION FERIA,PREVENTA ,Wallet,1,0,Febrero,Domingo,Tarde,Mayo,Viernes,Tarde,2,2,Concierto
DESAYUNO EMPRESARIAL,CORTESÍAS VIP,AppExterna,1,1,Febrero,Lunes,Tarde,Diciembre,Domingo,Tarde,2,1,Cine
28ava Asamblea Nacional,PLATEA ALTA,Wallet,1,0,Febrero,Sábado,Noche,Octubre,Viernes,Tarde,2,2,Concierto
La Inocente,CORTESÍAS,Wallet,0,0,Febrero,Domingo,Noche,Febrero,Jueves,Noche,2,2,Cine
Mujer de Piedra,FUNCIÓN 1,Wallet,1,0,Febrero,Miércoles,Noche,Septiembre,Viernes,Noche,2,3,Concierto
28ava Asamblea Nacional,CORTESÍAS VIP,AppExterna,0,0,Febrero,Sábado,Noche,Noviembre,Miércoles,Tarde,0,2,Teatro
El After de las Artes Vivas,FUNCIÓN 3,Wallet,1,1,Febrero,Jueves,Noche,Junio,Domingo,Noche,2,2,Cine
Ibarra Fight League,FUNCIÓN 1,AppExterna,1,0,Febrero,Sábado,Noche,Febrero,Miércoles,Tarde,2,1,Concierto
San Juanes Santa Rosa del Tejar,CORTESÍAS VIP,Wallet,1,0,Febrero,Miércoles,Mañana,Noviembre,Lunes,Tarde,2,2,Deporte
Mujer de Piedra,SALA 1 3D,PayPhone,1,1,Febrero,Miércoles,Noche,Febrero,Miércoles,Mañana,2,2,Teatro
Ibarra Fight League,CORTESÍAS GOLDEN,PayPhone,0,0,Febrero,Jueves,Noche,Diciembre,Miércoles,Mañana,2,1,Teatro
La Inocente,GOLDEN,AppExterna,1,1,Febrero,Jueves,Mañana,Mayo,Viernes,Mañana,2,1,Talleres
JORGE GUZMAN VS BARCELONA,Golden Box,PayPhone,0,1,Febrero,Domingo,Tarde,Agosto,Jueves,Noche,2,2,Cine
Ibarra Fight League,SALA 3,PayPhone,1,1,Febrero,Jueves,Noche,Junio,Viernes,Noche,2,2,Cine
La Inocente,GOLDEN,PayPhone,0,1,Febrero,Domingo,Noche,Septiembre,Sábado,Tarde,3,2,Concierto
El viaje de la Santa,BOLETO GENERAL,AppExterna,1,0,Febrero,Miércoles,Tarde,Marzo,Domingo,Mañana,2,5,Deporte
El After de las Artes Vivas,VENTA OFICIAL,Wallet,0,0,Febrero,Sábado,Noche,Mayo,Lunes,Noche,2,2,Concierto
El viaje de la Santa,SALA 1 3D,AppExterna,0,1,Febrero,Sábado,Mañana,Diciembre,Domingo,Tarde,2,2,Cine
El After de las Artes Vivas,GOLDEN,PayPhone,0,0,Febrero,Jueves,Mañana,Octubre,Viernes,Mañana,2,2,Talleres
JORGE GUZMAN VS BARCELONA,PLATEA BAJA,Wallet,1,0,Febrero,Jueves,Mañana,Septiembre,Lunes,Noche,2,2,Deporte
FESTIVAL DE LA CHICHA,PLATEA MEDIA,PayPhone,1,0,Febrero,Sábado,Mañana,Julio,Viernes,Mañana,2,2,Talleres
RALLY PROVINCIA DE LOJA,INSCRIPCIÓN DIGITAL,Wallet,0,1,Febrero,Miércoles,Tarde,Noviembre,Jueves,Noche,0,2,Teatro
FESTIVAL DE LA CHICHA,Adhesiones,Wallet,0,0,Febrero,Lunes,Tarde,Febrero,Sábado,Noche,2,2,Concierto
ALZATE,INSCRIPCIÓN DIGITAL,Wallet,1,1,Febrero,Sábado,Mañana,Abril,Viernes,Noche,2,3,Concierto
Los peces no vuelan,SALA 1 3D,PayPhone,1,1,Febrero,Sábado,Mañana,Septiembre,Jueves,Mañana,2,4,Ferias
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,PLATEA MEDIA,Wallet,1,1,Febrero,Miércoles,Mañana,Junio,Miércoles,Noche,2,2,Teatro
RALLY PROVINCIA DE LOJA,PREVENTA ,PayPhone,1,1,Febrero,Lunes,Mañana,Abril,Miércoles,Mañana,2,1,Teatro
Mujer de Piedra,SALA 1 2D,AppExterna,0,0,Febrero,Sábado,Noche,Junio,Sábado,Tarde,2,1,Cine
ALZATE,PLATINUM,AppExterna,1,1,Febrero,Sábado,Noche,Mayo,Jueves,Mañana,0,4,Ferias
TARDE CLIPP,Golden Box,Wallet,1,1,Febrero,Miércoles,Noche,Junio,Jueves,Mañana,2,4,Talleres
La Inocente,FUNCIÓN 3,AppExterna,0,0,Febrero,Jueves,Tarde,Mayo,Sábado,Tarde,3,2,Concierto
Libertad Vs U Catolica,PREVENTA ,PayPhone,1,0,Febrero,Domingo,Tarde,Julio,Miércoles,Mañana,2,3,Teatro
LIBERTAD FC VS Emelec SC,PLATEA MEDIA,Wallet,0,0,Febrero,Sábado,Noche,Noviembre,Miércoles,Tarde,0,2,Teatro
MOANA 2,INSCRIPCIÓN DIGITAL,PayPhone,0,0,Febrero,Sábado,Mañana,Noviembre,Martes,Tarde,2,2,Concierto
A pebble falling on a silent lake,VENTA OFICIAL,AppExterna,0,0,Febrero,Sábado,Noche,Octubre,Viernes,Mañana,2,3,Talleres
INAUGURACION FERIA DE LOJA 2024  ALBERTO PLAZA,FUNCIÓN 2,Wallet,1,1,Febrero,Lunes,Tarde,Abril,Domingo,Tarde,2,9,Concierto
RALLY PROVINCIA DE LOJA,Golden Box,Wallet,0,0,Febrero,Lunes,Tarde,Septiembre,Sábado,Tarde,3,5,Concierto
